emp_id,avg_training_score,retention
594,90.0,True
595,50.0,False
596,68.0,True
597,69.0,True
598,60.0,True
599,69.0,True
600,72.0,True
601,53.0,True
602,80.0,True
603,62.0,True
604,77.0,True
605,79.0,True
607,88.0,True
608,47.0,False
609,48.0,False
612,53.0,True
613,79.0,True
615,51.0,True
617,56.0,True
618,57.0,True
621,67.0,True
623,60.0,True
624,82.0,True
626,49.0,False
628,51.0,True
631,50.0,False
632,82.0,True
633,49.0,False
634,50.0,False
635,82.0,True
636,48.0,False
638,68.0,True
639,89.0,True
640,66.0,True
641,60.0,True
643,49.0,False
644,70.0,True
645,62.0,True
646,67.0,True
648,80.0,True
652,70.0,True
653,60.0,True
656,78.0,True
659,53.0,True
660,81.0,True
661,83.0,True
662,81.0,True
663,55.0,True
664,74.0,True
665,58.0,True
667,83.0,True
668,49.0,False
669,46.0,False
670,79.0,True
671,46.0,False
673,72.0,True
674,82.0,True
675,51.0,True
676,52.0,True
678,49.0,False
679,50.0,False
680,64.0,True
682,47.0,False
683,52.0,True
684,86.0,True
685,86.0,True
687,79.0,True
688,56.0,True
689,69.0,True
690,48.0,False
691,70.0,True
692,0.0,False
693,49.0,False
694,86.0,True
698,0.0,False
701,53.0,True
703,84.0,True
704,60.0,True
708,64.0,True
709,0.0,False
710,86.0,True
712,46.0,False
713,58.0,True
714,46.0,False
715,50.0,False
716,49.0,False
717,59.0,True
721,51.0,True
722,84.0,True
723,48.0,False
725,58.0,True
729,64.0,True
731,0.0,False
734,47.0,False
735,81.0,True
739,47.0,False
740,70.0,True
741,53.0,True
742,80.0,True
743,56.0,True
744,83.0,True
745,78.0,True
746,48.0,False
747,57.0,True
748,86.0,True
750,51.0,True
751,57.0,True
752,59.0,True
753,48.0,False
755,46.0,False
756,50.0,False
757,56.0,True
758,47.0,False
760,79.0,True
766,52.0,True
767,60.0,True
768,79.0,True
769,64.0,True
770,84.0,True
772,62.0,True
773,47.0,False
774,51.0,True
776,43.0,False
778,81.0,True
779,50.0,False
780,79.0,True
781,75.0,True
782,0.0,False
783,65.0,True
785,46.0,False
786,54.0,True
789,87.0,True
791,69.0,True
792,47.0,False
794,52.0,True
795,52.0,True
796,57.0,True
797,51.0,True
800,52.0,True
803,48.0,False
804,47.0,False
805,59.0,True
806,81.0,True
807,85.0,True
809,68.0,True
810,50.0,False
811,48.0,False
812,84.0,True
814,57.0,True
815,48.0,False
816,78.0,True
817,55.0,True
818,0.0,False
819,43.0,False
820,55.0,True
821,65.0,True
822,59.0,True
823,47.0,False
824,52.0,True
825,46.0,False
826,47.0,False
828,86.0,True
830,53.0,True
831,47.0,False
832,70.0,True
834,69.0,True
835,82.0,True
837,60.0,True
839,57.0,True
841,85.0,True
843,53.0,True
844,70.0,True
845,53.0,True
846,70.0,True
847,63.0,True
848,48.0,False
849,81.0,True
851,84.0,True
853,55.0,True
854,57.0,True
855,49.0,False
857,48.0,False
858,90.0,True
860,50.0,False
861,43.0,False
863,0.0,False
865,49.0,False
866,51.0,True
867,79.0,True
869,82.0,True
871,46.0,False
876,58.0,True
878,79.0,True
880,56.0,True
881,64.0,True
882,48.0,False
884,85.0,True
885,90.0,True
887,73.0,True
888,58.0,True
889,87.0,True
890,0.0,False
891,51.0,True
894,85.0,True
895,49.0,False
897,49.0,False
898,57.0,True
899,54.0,True
900,85.0,True
901,80.0,True
904,60.0,True
905,49.0,False
906,0.0,False
907,49.0,False
908,54.0,True
909,57.0,True
910,70.0,True
911,66.0,True
912,53.0,True
913,76.0,True
914,0.0,False
917,56.0,True
918,53.0,True
919,48.0,False
920,82.0,True
922,43.0,False
923,52.0,True
925,86.0,True
926,80.0,True
927,60.0,True
929,81.0,True
930,74.0,True
931,71.0,True
932,68.0,True
933,68.0,True
934,77.0,True
935,57.0,True
936,48.0,False
937,79.0,True
938,95.0,True
940,48.0,False
942,84.0,True
943,52.0,True
945,83.0,True
946,68.0,True
948,50.0,False
949,51.0,True
953,79.0,True
954,68.0,True
957,59.0,True
958,48.0,False
959,62.0,True
960,70.0,True
961,54.0,True
962,82.0,True
963,51.0,True
965,52.0,True
966,53.0,True
967,73.0,True
968,83.0,True
971,60.0,True
972,79.0,True
973,87.0,True
974,51.0,True
979,58.0,True
980,48.0,False
982,77.0,True
984,62.0,True
985,54.0,True
986,79.0,True
988,49.0,False
989,71.0,True
990,50.0,False
992,70.0,True
993,49.0,False
994,65.0,True
996,71.0,True
997,58.0,True
998,74.0,True
999,63.0,True
1000,79.0,True
1004,47.0,False
1005,55.0,True
1006,52.0,True
1007,83.0,True
1008,52.0,True
1011,69.0,True
1012,57.0,True
1013,82.0,True
1014,56.0,True
1017,44.0,False
1018,54.0,True
1020,66.0,True
1021,60.0,True
1022,62.0,True
1023,46.0,False
1025,0.0,False
1026,52.0,True
1027,62.0,True
1028,72.0,True
1029,87.0,True
1030,70.0,True
1032,0.0,False
1033,48.0,False
1034,51.0,True
1035,64.0,True
1036,64.0,True
1037,71.0,True
1038,51.0,True
1039,50.0,False
1040,59.0,True
1041,47.0,False
1043,46.0,False
1044,78.0,True
1047,48.0,False
1048,77.0,True
1049,56.0,True
1050,81.0,True
1051,49.0,False
1052,73.0,True
1053,81.0,True
1054,0.0,False
1057,50.0,False
1059,85.0,True
1060,0.0,False
1061,51.0,True
1062,83.0,True
1063,50.0,False
1064,48.0,False
1065,77.0,True
1066,69.0,True
1067,85.0,True
1068,54.0,True
1070,79.0,True
1071,47.0,False
1072,81.0,True
1073,60.0,True
1075,65.0,True
1076,51.0,True
1077,58.0,True
1078,50.0,False
1079,72.0,True
1080,64.0,True
1081,0.0,False
1082,62.0,True
1085,46.0,False
1086,52.0,True
1087,70.0,True
1088,72.0,True
1090,68.0,True
1091,68.0,True
1092,78.0,True
1093,51.0,True
1096,51.0,True
1097,82.0,True
1098,72.0,True
1099,57.0,True
1101,69.0,True
1103,50.0,False
1104,83.0,True
1106,46.0,False
1108,50.0,False
1109,50.0,False
1111,77.0,True
1112,59.0,True
1114,44.0,False
1115,50.0,False
1116,0.0,False
1117,47.0,False
1121,44.0,False
1124,57.0,True
1125,82.0,True
1127,57.0,True
1128,59.0,True
1129,58.0,True
1130,48.0,False
1131,51.0,True
1132,69.0,True
1133,65.0,True
1134,51.0,True
1136,71.0,True
1137,50.0,False
1138,67.0,True
1139,53.0,True
1140,50.0,False
1141,57.0,True
1142,56.0,True
1143,85.0,True
1144,83.0,True
1147,84.0,True
1148,68.0,True
1151,53.0,True
1152,85.0,True
1153,62.0,True
1154,0.0,False
1156,50.0,False
1158,54.0,True
1159,72.0,True
1160,84.0,True
1162,52.0,True
1163,70.0,True
1165,62.0,True
1166,81.0,True
1167,64.0,True
1168,48.0,False
1170,58.0,True
1171,82.0,True
1173,46.0,False
1174,54.0,True
1176,82.0,True
1178,66.0,True
1179,72.0,True
1181,54.0,True
1184,59.0,True
1187,48.0,False
1188,64.0,True
1194,85.0,True
1195,68.0,True
1196,83.0,True
1197,59.0,True
1198,72.0,True
1199,83.0,True
1201,48.0,False
1203,78.0,True
1204,48.0,False
1207,59.0,True
1208,69.0,True
1209,49.0,False
1211,62.0,True
1212,81.0,True
1215,84.0,True
1218,56.0,True
1219,76.0,True
1220,51.0,True
1221,77.0,True
1223,53.0,True
1225,47.0,False
1226,78.0,True
1228,58.0,True
1229,60.0,True
1230,47.0,False
1231,68.0,True
1232,53.0,True
1233,77.0,True
1234,82.0,True
1235,62.0,True
1236,51.0,True
1237,49.0,False
1239,48.0,False
1240,58.0,True
1244,62.0,True
1246,62.0,True
1248,83.0,True
1249,58.0,True
1251,44.0,False
1252,48.0,False
1254,59.0,True
1255,74.0,True
1256,51.0,True
1257,85.0,True
1258,55.0,True
1259,77.0,True
1260,86.0,True
1261,51.0,True
1262,57.0,True
1263,49.0,False
1264,62.0,True
1267,0.0,False
1268,75.0,True
1269,0.0,False
1271,80.0,True
1272,67.0,True
1273,83.0,True
1277,53.0,True
1278,70.0,True
1279,48.0,False
1280,80.0,True
1281,50.0,False
1282,81.0,True
1284,47.0,False
1285,0.0,False
1286,57.0,True
1287,52.0,True
1288,60.0,True
1289,65.0,True
1290,54.0,True
1291,49.0,False
1292,50.0,False
1295,60.0,True
1296,68.0,True
1297,79.0,True
1298,52.0,True
1300,85.0,True
1301,87.0,True
1303,91.0,True
1304,70.0,True
1305,51.0,True
1306,51.0,True
1307,57.0,True
1308,59.0,True
1309,51.0,True
1310,77.0,True
1311,79.0,True
1313,90.0,True
1315,80.0,True
1316,60.0,True
1317,59.0,True
1318,49.0,False
1320,60.0,True
1321,50.0,False
1322,49.0,False
1323,71.0,True
1324,81.0,True
1325,85.0,True
1326,80.0,True
1328,72.0,True
1330,84.0,True
1333,73.0,True
1336,81.0,True
1337,66.0,True
1338,70.0,True
1341,84.0,True
1342,65.0,True
1343,52.0,True
1344,51.0,True
1347,50.0,False
1349,0.0,False
1350,74.0,True
1351,83.0,True
1352,54.0,True
1353,73.0,True
1354,80.0,True
1355,0.0,False
1356,51.0,True
1357,46.0,False
1359,81.0,True
1360,81.0,True
1361,82.0,True
1362,80.0,True
1364,51.0,True
1366,84.0,True
1369,70.0,True
1372,68.0,True
1373,47.0,False
1374,60.0,True
1375,79.0,True
1377,82.0,True
1378,91.0,True
1381,60.0,True
1382,79.0,True
1383,69.0,True
1384,79.0,True
1385,59.0,True
1388,0.0,False
1389,50.0,False
1390,47.0,False
1391,62.0,True
1392,84.0,True
1393,71.0,True
1396,81.0,True
1397,49.0,False
1398,80.0,True
1399,59.0,True
1401,54.0,True
1402,84.0,True
1403,83.0,True
1404,46.0,False
1405,0.0,False
1406,72.0,True
1407,65.0,True
1408,49.0,False
1409,87.0,True
1411,0.0,False
1412,81.0,True
1414,88.0,True
1416,86.0,True
1417,58.0,True
1419,62.0,True
1420,85.0,True
1421,53.0,True
1423,58.0,True
1424,50.0,False
1425,79.0,True
1427,49.0,False
1428,51.0,True
1429,0.0,False
1431,50.0,False
1432,47.0,False
1436,58.0,True
1437,62.0,True
1438,81.0,True
1439,51.0,True
1442,68.0,True
1443,80.0,True
1445,82.0,True
1448,64.0,True
1449,74.0,True
1450,50.0,False
1452,59.0,True
1453,54.0,True
1454,50.0,False
1456,56.0,True
1457,50.0,False
1458,82.0,True
1461,63.0,True
1462,80.0,True
1465,57.0,True
1466,47.0,False
1467,48.0,False
1468,70.0,True
1469,60.0,True
1470,72.0,True
1472,70.0,True
1473,62.0,True
1474,49.0,False
1475,47.0,False
1476,76.0,True
1477,88.0,True
1478,46.0,False
1481,52.0,True
1482,65.0,True
1483,71.0,True
1484,48.0,False
1485,59.0,True
1486,85.0,True
1487,59.0,True
1488,62.0,True
1489,0.0,False
1490,89.0,True
1491,92.0,True
1492,0.0,False
1495,60.0,True
1496,46.0,False
1497,47.0,False
1499,46.0,False
1500,94.0,True
1504,77.0,True
1505,52.0,True
1506,52.0,True
1507,49.0,False
1508,56.0,True
1509,83.0,True
1511,48.0,False
1513,59.0,True
1514,71.0,True
1515,82.0,True
1517,77.0,True
1520,54.0,True
1523,54.0,True
1525,47.0,False
1526,68.0,True
1527,81.0,True
1529,46.0,False
1531,59.0,True
1532,79.0,True
1533,65.0,True
1534,80.0,True
1536,51.0,True
1537,64.0,True
1538,68.0,True
1539,82.0,True
1540,55.0,True
1541,0.0,False
1542,81.0,True
1543,59.0,True
1544,71.0,True
1545,75.0,True
1548,60.0,True
1551,69.0,True
1552,52.0,True
1556,50.0,False
1557,59.0,True
1558,74.0,True
1559,56.0,True
1560,51.0,True
1562,59.0,True
1564,78.0,True
1565,86.0,True
1566,48.0,False
1567,85.0,True
1568,92.0,True
1570,68.0,True
1571,64.0,True
1572,53.0,True
1573,70.0,True
1575,78.0,True
1576,58.0,True
1577,77.0,True
1578,69.0,True
1579,43.0,False
1582,48.0,False
1583,73.0,True
1586,71.0,True
1588,56.0,True
1590,71.0,True
1591,59.0,True
1592,48.0,False
1593,84.0,True
1594,0.0,False
1595,49.0,False
1596,59.0,True
1598,81.0,True
1599,81.0,True
1600,85.0,True
1601,69.0,True
1602,0.0,False
1603,75.0,True
1605,70.0,True
1606,76.0,True
1607,53.0,True
1608,57.0,True
1609,59.0,True
1611,60.0,True
1614,87.0,True
1615,66.0,True
1616,72.0,True
1617,84.0,True
1619,76.0,True
1622,59.0,True
1623,54.0,True
1624,75.0,True
1625,72.0,True
1627,60.0,True
1628,63.0,True
1629,52.0,True
1631,79.0,True
1632,57.0,True
1633,69.0,True
1634,85.0,True
1635,50.0,False
1637,0.0,False
1638,58.0,True
1640,78.0,True
1642,73.0,True
1643,58.0,True
1644,0.0,False
1645,47.0,False
1646,79.0,True
1647,55.0,True
1649,75.0,True
1650,70.0,True
1651,78.0,True
1652,65.0,True
1654,68.0,True
1655,59.0,True
1656,55.0,True
1657,60.0,True
1658,76.0,True
1659,57.0,True
1661,85.0,True
1662,52.0,True
1664,47.0,False
1665,82.0,True
1668,67.0,True
1669,85.0,True
1671,84.0,True
1674,69.0,True
1675,80.0,True
1676,67.0,True
1677,56.0,True
1679,55.0,True
1680,52.0,True
1681,58.0,True
1682,86.0,True
1683,57.0,True
1684,60.0,True
1685,57.0,True
1686,52.0,True
1690,0.0,False
1691,0.0,False
1692,53.0,True
1694,0.0,False
1695,66.0,True
1699,75.0,True
1700,83.0,True
1701,53.0,True
1702,56.0,True
1706,52.0,True
1709,51.0,True
1710,79.0,True
1711,84.0,True
1712,62.0,True
1713,49.0,False
1714,74.0,True
1715,57.0,True
1716,70.0,True
1717,55.0,True
1719,51.0,True
1720,59.0,True
1721,55.0,True
1723,84.0,True
1724,83.0,True
1728,46.0,False
1729,52.0,True
1730,53.0,True
1731,64.0,True
1732,53.0,True
1734,51.0,True
1735,56.0,True
1736,51.0,True
1737,0.0,False
1738,82.0,True
1739,58.0,True
1740,0.0,False
1741,82.0,True
1742,47.0,False
1745,44.0,False
1747,83.0,True
1748,58.0,True
1750,53.0,True
1751,54.0,True
1752,54.0,True
1753,88.0,True
1754,64.0,True
1755,55.0,True
1757,59.0,True
1759,58.0,True
1761,57.0,True
1762,52.0,True
1763,47.0,False
1764,47.0,False
1765,47.0,False
1767,82.0,True
1768,84.0,True
1770,80.0,True
1771,88.0,True
1772,59.0,True
1773,76.0,True
1774,78.0,True
1776,65.0,True
1778,66.0,True
1779,70.0,True
1781,84.0,True
1782,49.0,False
1783,90.0,True
1784,0.0,False
1785,57.0,True
1787,48.0,False
1788,81.0,True
1790,52.0,True
1791,67.0,True
1793,84.0,True
1795,75.0,True
1797,53.0,True
1799,48.0,False
1800,59.0,True
1803,48.0,False
1804,59.0,True
1805,86.0,True
1807,0.0,False
1808,53.0,True
1810,71.0,True
1811,51.0,True
1812,64.0,True
1813,0.0,False
1814,48.0,False
1816,64.0,True
1817,49.0,False
1820,80.0,True
1821,60.0,True
1823,51.0,True
1824,54.0,True
1825,66.0,True
1828,63.0,True
1829,87.0,True
1830,81.0,True
1831,48.0,False
1835,83.0,True
1836,66.0,True
1837,75.0,True
1838,60.0,True
1839,89.0,True
1841,79.0,True
1842,63.0,True
1844,59.0,True
1845,60.0,True
1847,53.0,True
1849,84.0,True
1850,53.0,True
1851,83.0,True
1852,85.0,True
1854,49.0,False
1855,0.0,False
1856,49.0,False
1857,58.0,True
1858,52.0,True
1859,41.0,False
1860,52.0,True
1862,51.0,True
1863,49.0,False
1864,50.0,False
1865,0.0,False
1866,80.0,True
1867,56.0,True
1868,93.0,True
1869,81.0,True
1871,70.0,True
1872,51.0,True
1873,48.0,False
1875,54.0,True
1878,80.0,True
1879,74.0,True
1880,48.0,False
1881,0.0,False
1885,85.0,True
1886,68.0,True
1887,80.0,True
1888,64.0,True
1889,50.0,False
1890,58.0,True
1892,77.0,True
1894,58.0,True
1896,59.0,True
1897,70.0,True
1898,82.0,True
1899,49.0,False
1900,81.0,True
1901,53.0,True
1902,50.0,False
1903,84.0,True
1904,62.0,True
1905,85.0,True
1906,49.0,False
1907,53.0,True
1909,79.0,True
1912,44.0,False
1914,79.0,True
1915,81.0,True
1916,77.0,True
1917,79.0,True
1918,78.0,True
1919,84.0,True
1920,48.0,False
1922,58.0,True
1924,81.0,True
1925,66.0,True
1927,0.0,False
1928,49.0,False
1929,58.0,True
1930,67.0,True
1931,77.0,True
1933,47.0,False
1934,86.0,True
1935,46.0,False
1937,49.0,False
1938,48.0,False
1941,0.0,False
1942,51.0,True
1944,54.0,True
1945,46.0,False
1947,54.0,True
1948,66.0,True
1949,55.0,True
1950,62.0,True
1952,73.0,True
1954,84.0,True
1955,51.0,True
1956,52.0,True
1957,89.0,True
1958,83.0,True
1961,51.0,True
1962,64.0,True
1963,62.0,True
1966,69.0,True
1972,74.0,True
1973,52.0,True
1975,84.0,True
1977,80.0,True
1978,60.0,True
1979,49.0,False
1981,48.0,False
1982,78.0,True
1984,68.0,True
1985,81.0,True
1986,47.0,False
1987,44.0,False
1988,67.0,True
1989,56.0,True
1990,87.0,True
1991,77.0,True
1992,49.0,False
1994,58.0,True
1995,73.0,True
1997,84.0,True
1998,84.0,True
1999,70.0,True
2002,57.0,True
2003,57.0,True
2004,60.0,True
2006,78.0,True
2007,51.0,True
2011,60.0,True
2013,49.0,False
2014,81.0,True
2015,68.0,True
2016,79.0,True
2017,54.0,True
2019,54.0,True
2021,70.0,True
2022,81.0,True
2023,50.0,False
2024,70.0,True
2026,87.0,True
2027,74.0,True
2029,86.0,True
2031,51.0,True
2032,58.0,True
2033,71.0,True
2035,57.0,True
2036,58.0,True
2037,65.0,True
2038,59.0,True
2039,52.0,True
2041,60.0,True
2042,88.0,True
2044,58.0,True
2046,43.0,False
2047,47.0,False
2050,54.0,True
2051,82.0,True
2053,50.0,False
2055,53.0,True
2056,82.0,True
2057,0.0,False
2058,83.0,True
2059,59.0,True
2060,84.0,True
2062,87.0,True
2063,82.0,True
2064,79.0,True
2065,77.0,True
2067,74.0,True
2068,78.0,True
2070,49.0,False
2071,62.0,True
2072,81.0,True
2073,56.0,True
2074,51.0,True
2075,63.0,True
2077,85.0,True
2078,63.0,True
2079,79.0,True
2080,86.0,True
2081,55.0,True
2083,66.0,True
2085,50.0,False
2086,56.0,True
2088,60.0,True
2089,81.0,True
2090,62.0,True
2091,83.0,True
2092,58.0,True
2093,48.0,False
2095,89.0,True
2098,48.0,False
2099,66.0,True
2100,48.0,False
2102,71.0,True
2103,67.0,True
2104,50.0,False
2107,53.0,True
2108,68.0,True
2110,51.0,True
2115,51.0,True
2116,47.0,False
2118,46.0,False
2119,49.0,False
2120,49.0,False
2122,58.0,True
2123,58.0,True
2126,59.0,True
2128,83.0,True
2131,69.0,True
2132,51.0,True
2133,50.0,False
2134,48.0,False
2135,57.0,True
2136,64.0,True
2137,75.0,True
2143,89.0,True
2144,84.0,True
2146,67.0,True
2147,51.0,True
2148,69.0,True
2150,52.0,True
2151,51.0,True
2152,56.0,True
2153,50.0,False
2154,46.0,False
2155,50.0,False
2160,0.0,False
2161,60.0,True
2162,57.0,True
2163,87.0,True
2164,81.0,True
2165,59.0,True
2166,48.0,False
2167,82.0,True
2168,84.0,True
2170,47.0,False
2173,47.0,False
2175,0.0,False
2177,58.0,True
2178,53.0,True
2180,54.0,True
2183,84.0,True
2185,69.0,True
2186,47.0,False
2187,58.0,True
2188,71.0,True
2189,51.0,True
2192,50.0,False
2195,79.0,True
2196,52.0,True
2201,59.0,True
2202,51.0,True
2203,55.0,True
2204,83.0,True
2205,48.0,False
2208,48.0,False
2209,63.0,True
2211,56.0,True
2212,51.0,True
2213,51.0,True
2216,80.0,True
2217,47.0,False
2219,59.0,True
2220,48.0,False
2221,59.0,True
2222,60.0,True
2225,72.0,True
2227,50.0,False
2231,71.0,True
2233,60.0,True
2234,81.0,True
2235,86.0,True
2240,56.0,True
2241,82.0,True
2242,47.0,False
2243,0.0,False
2244,60.0,True
2245,69.0,True
2246,48.0,False
2247,62.0,True
2248,80.0,True
2252,64.0,True
2253,73.0,True
2255,50.0,False
2257,86.0,True
2258,60.0,True
2259,63.0,True
2260,60.0,True
2261,78.0,True
2262,48.0,False
2263,78.0,True
2264,51.0,True
2267,60.0,True
2268,81.0,True
2269,83.0,True
2270,80.0,True
2271,82.0,True
2275,58.0,True
2276,58.0,True
2277,83.0,True
2278,52.0,True
2279,84.0,True
2281,66.0,True
2284,81.0,True
2285,47.0,False
2286,78.0,True
2287,48.0,False
2288,48.0,False
2290,65.0,True
2291,68.0,True
2292,83.0,True
2294,0.0,False
2295,82.0,True
2297,79.0,True
2298,47.0,False
2299,60.0,True
2301,58.0,True
2302,59.0,True
2303,53.0,True
2304,56.0,True
2305,78.0,True
2306,43.0,False
2307,80.0,True
2308,50.0,False
2309,0.0,False
2312,47.0,False
2313,87.0,True
2315,53.0,True
2316,50.0,False
2317,85.0,True
2318,49.0,False
2320,72.0,True
2323,68.0,True
2328,69.0,True
2329,49.0,False
2330,72.0,True
2331,78.0,True
2332,49.0,False
2334,58.0,True
2335,57.0,True
2336,50.0,False
2338,51.0,True
2339,0.0,False
2340,77.0,True
2341,55.0,True
2344,68.0,True
2345,48.0,False
2346,65.0,True
2348,49.0,False
2349,83.0,True
2350,85.0,True
2351,58.0,True
